ad_id,reporting_start,reporting_end,capaign_id,b_capaign_id,age,gender,interest1,interest2,interest3,ipressions,clicks,spent,total_conversion,approved_conversion,gender2,CTR,CPC,CPA
776469,22-Aug-17,22-Aug-17,936,115509,45-49,F,28,33,29,45397,15,25.41999936,1,1,F,0.000330418,1.694666624,25.41999936
776473,22-Aug-17,22-Aug-17,936,115510,30-34,M,16,22,22,23086,2,3.310000062,1,1,M,8.66E-05,1.655000031,3.310000062
776475,21-Aug-17,21-Aug-17,936,115510,30-34,M,16,21,20,16425,1,1.549999952,1,0,M,6.09E-05,1.549999952,0
776476,21-Aug-17,21-Aug-17,936,115510,30-34,M,16,17,18,43756,5,5.439999938,0,0,M,0.00011427,1.087999988,0
776477,21-Aug-17,21-Aug-17,936,115510,30-34,M,16,22,17,9982,0,0,1,0,M,0,0,0
776489,21-Aug-17,21-Aug-17,936,115512,45-49,F,26,31,28,175389,55,81.60999787,1,0,F,0.000313589,1.483818143,0
776494,21-Aug-17,21-Aug-17,936,115513,30-34,M,15,16,16,7015,0,0,1,0,M,0,0,0
776515,21-Aug-17,21-Aug-17,936,115517,45-49,F,65,68,68,12706,3,4.98999989,1,1,F,0.000236109,1.663333297,4.98999989
776519,21-Aug-17,21-Aug-17,936,115517,45-49,F,65,71,67,70702,20,31.7099998,1,0,F,0.000282877,1.58549999,0
776533,21-Aug-17,21-Aug-17,936,115520,45-49,F,63,64,68,63927,16,25.52000046,2,0,F,0.000250285,1.595000029,0
776534,21-Aug-17,21-Aug-17,936,115520,45-49,F,63,69,67,15105,3,4.25999999,1,0,F,0.00019861,1.419999997,0
776538,21-Aug-17,21-Aug-17,936,115521,30-34,F,15,16,19,8774,1,1.830000043,1,0,F,0.000113973,1.830000043,0
776551,21-Aug-17,21-Aug-17,936,115523,30-34,F,16,18,22,14459,1,1.389999986,1,0,F,6.92E-05,1.389999986,0
776552,22-Aug-17,22-Aug-17,936,115523,30-34,F,16,17,18,21596,2,2.809999943,1,0,F,9.26E-05,1.404999972,0
776553,22-Aug-17,22-Aug-17,936,115523,30-34,F,16,21,17,66765,8,11.04999971,1,0,F,0.000119823,1.381249964,0
776563,23-Aug-17,23-Aug-17,936,115525,30-34,F,7,9,13,1369,0,0,1,1,F,0,0,0
776579,23-Aug-17,23-Aug-17,936,115527,30-34,F,10,13,14,26910,5,7.229999781,1,0,F,0.000185805,1.445999956,0
776603,23-Aug-17,23-Aug-17,936,115531,30-34,F,2,3,6,506,0,0,1,0,F,0,0,0
776615,23-Aug-17,23-Aug-17,936,115533,45-49,M,63,66,68,11988,3,4.269999862,1,0,M,0.00025025,1.423333287,0
776623,23-Aug-17,23-Aug-17,936,115535,45-49,M,64,69,65,19353,6,9.4799999,1,1,M,0.000310029,1.579999983,9.4799999
776631,23-Aug-17,23-Aug-17,936,115536,40-44,M,29,35,33,10960,2,2.890000105,1,0,M,0.000182482,1.445000053,0
776643,23-Aug-17,23-Aug-17,936,115538,30-34,M,15,18,18,33491,6,10.56999969,2,1,M,0.000179153,1.761666615,10.56999969
776644,23-Aug-17,23-Aug-17,936,115538,30-34,M,15,21,20,20083,2,3.200000048,2,1,M,9.96E-05,1.600000024,3.200000048
776659,23-Aug-17,23-Aug-17,936,115541,30-34,M,16,19,22,8817,0,0,1,1,M,0,0,0
776661,23-Aug-17,23-Aug-17,936,115541,30-34,M,16,18,22,15466,1,0.970000029,1,0,M,6.47E-05,0.970000029,0
776662,22-Aug-17,22-Aug-17,936,115541,30-34,M,16,18,22,27072,3,4.370000005,1,0,M,0.000110816,1.456666668,0
776663,22-Aug-17,22-Aug-17,936,115541,30-34,M,16,19,22,15753,1,0.569999993,1,1,M,6.35E-05,0.569999993,0.569999993
776668,22-Aug-17,22-Aug-17,936,115542,40-44,M,19,21,24,3523,1,1.809999943,1,1,M,0.000283849,1.809999943,1.809999943
776685,22-Aug-17,22-Aug-17,936,115545,40-44,M,16,22,17,7745,0,0,1,0,M,0,0,0
776686,22-Aug-17,22-Aug-17,936,115545,40-44,M,16,17,21,18709,2,3.319999933,1,0,M,0.0001069,1.659999967,0
776687,23-Aug-17,23-Aug-17,936,115545,40-44,M,16,20,20,8022,0,0,2,1,M,0,0,0
776696,22-Aug-17,22-Aug-17,936,115547,30-34,M,10,11,12,7966,1,1.179999948,1,1,M,0.000125534,1.179999948,1.179999948
776697,22-Aug-17,22-Aug-17,936,115547,30-34,M,10,14,13,4132,0,0,1,1,M,0,0,0
776698,22-Aug-17,22-Aug-17,936,115547,30-34,M,10,14,16,12785,3,4.730000019,2,1,M,0.00023465,1.576666673,4.730000019
776699,27-Aug-17,27-Aug-17,936,115547,30-34,M,10,16,16,8213,1,1.379999995,1,1,M,0.000121758,1.379999995,1.379999995
776722,27-Aug-17,27-Aug-17,936,115551,30-34,M,2,4,7,545,0,0,1,1,M,0,0,0
776725,22-Aug-17,22-Aug-17,936,115552,40-44,M,23,26,27,2479,1,1.25999999,1,0,M,0.000403388,1.25999999,0
776780,22-Aug-17,22-Aug-17,936,115561,40-44,M,2,4,3,3812,2,3.049999952,1,0,M,0.000524659,1.524999976,0
776793,22-Aug-17,22-Aug-17,936,115563,45-49,M,21,23,26,1609,0,0,1,0,M,0,0,0
776799,22-Aug-17,22-Aug-17,936,115564,45-49,M,20,22,26,10257,3,3.579999924,1,1,M,0.000292483,1.193333308,3.579999924
776817,22-Aug-17,22-Aug-17,936,115567,40-44,M,10,14,16,12356,4,6.279999971,1,0,M,0.000323729,1.569999993,0
776825,23-Aug-17,23-Aug-17,936,115568,45-49,M,18,23,20,7410,1,1.210000038,1,0,M,0.000134953,1.210000038,0
776829,23-Aug-17,23-Aug-17,936,115569,45-49,M,16,20,19,140098,28,46.63000011,1,0,M,0.00019986,1.665357147,0
776831,22-Aug-17,22-Aug-17,936,115569,45-49,M,16,18,20,107021,20,34.44000012,1,0,M,0.000186879,1.722000006,0
776840,22-Aug-17,22-Aug-17,936,115571,35-39,M,36,38,40,2797,1,1.289999962,1,0,M,0.000357526,1.289999962,0
776861,22-Aug-17,22-Aug-17,936,115574,45-49,M,7,9,12,16461,6,9.21999979,1,0,M,0.000364498,1.536666632,0
776892,30-Aug-17,30-Aug-17,936,115580,40-44,M,63,66,69,17488,5,7.719999909,1,0,M,0.00028591,1.543999982,0
776928,30-Aug-17,30-Aug-17,936,115586,35-39,M,10,11,15,9750,2,1.5,1,1,M,0.000205128,0.75,1.5
776935,30-Aug-17,30-Aug-17,936,115587,45-49,M,36,41,38,1136,0,0,1,1,M,0,0,0
777105,30-Aug-17,30-Aug-17,936,115615,45-49,M,63,67,67,4333,1,0.180000007,1,1,M,0.000230787,0.180000007,0.180000007
777130,30-Aug-17,30-Aug-17,936,115619,35-39,M,16,21,22,6260,0,0,1,0,M,0,0,0
777131,22-Aug-17,22-Aug-17,936,115619,35-39,M,16,19,21,6359,0,0,1,0,M,0,0,0
777166,30-Aug-17,30-Aug-17,936,115625,30-34,M,63,69,65,2383,0,0,1,1,M,0,0,0
777187,30-Aug-17,30-Aug-17,936,115629,40-44,M,27,31,28,11292,3,5.389999866,1,1,M,0.000265675,1.796666622,5.389999866
777198,30-Aug-17,30-Aug-17,936,115631,30-34,M,64,70,69,12729,4,5.779999852,1,0,M,0.000314243,1.444999963,0
777200,23-Aug-17,23-Aug-17,936,115631,30-34,M,64,69,70,1898,0,0,1,1,M,0,0,0
777201,23-Aug-17,23-Aug-17,936,115631,30-34,M,64,69,65,1882,0,0,1,1,M,0,0,0
777235,24-Aug-17,24-Aug-17,936,115637,30-34,M,65,66,67,2883,1,0.99000001,1,1,M,0.000346861,0.99000001,0.99000001
777248,24-Aug-17,24-Aug-17,936,115639,30-34,F,7,9,10,3989,1,1.279999971,1,0,F,0.000250689,1.279999971,0
777261,24-Aug-17,24-Aug-17,936,115641,40-44,M,29,31,34,19603,4,5.279999971,1,1,M,0.00020405,1.319999993,5.279999971
777382,25-Aug-17,25-Aug-17,936,115675,40-44,M,24,26,27,3047,1,1.379999995,1,0,M,0.000328192,1.379999995,0
777398,25-Aug-17,25-Aug-17,936,115677,35-39,M,24,27,30,3029,1,1.049999952,1,1,M,0.000330142,1.049999952,1.049999952
777410,25-Aug-17,25-Aug-17,936,115679,45-49,M,26,29,28,3490,1,1.340000033,1,1,M,0.000286533,1.340000033,1.340000033
777482,25-Aug-17,25-Aug-17,936,115691,45-49,M,28,32,32,2479,0,0,1,0,M,0,0,0
777495,25-Aug-17,25-Aug-17,936,115693,40-44,M,19,25,25,19581,7,10.42999983,2,0,M,0.000357489,1.489999976,0
777519,24-Aug-17,24-Aug-17,936,115697,45-49,M,29,34,32,19537,5,6.099999905,1,0,M,0.000255925,1.219999981,0
777625,24-Aug-17,24-Aug-17,936,115715,45-49,M,16,17,19,59433,12,19.65999949,3,0,M,0.000201908,1.638333291,0
777627,23-Aug-17,23-Aug-17,936,115715,45-49,M,16,17,19,157534,33,56.19000077,2,0,M,0.000209479,1.702727296,0
777638,23-Aug-17,23-Aug-17,936,115717,40-44,M,7,10,12,1781,0,0,1,1,M,0,0,0
777670,23-Aug-17,23-Aug-17,936,115723,40-44,M,16,19,19,23769,4,6.029999852,1,0,M,0.000168286,1.507499963,0
777673,23-Aug-17,23-Aug-17,936,115723,40-44,M,16,18,17,7101,0,0,1,0,M,0,0,0
777742,23-Aug-17,23-Aug-17,936,115735,35-39,M,64,69,68,4726,1,1.830000043,1,1,M,0.000211595,1.830000043,1.830000043
777758,24-Aug-17,24-Aug-17,936,115737,30-34,M,19,20,20,5209,1,0.959999979,2,0,M,0.000191975,0.959999979,0
777794,24-Aug-17,24-Aug-17,936,115743,30-34,M,18,23,24,13473,3,2.619999945,3,0,M,0.000222668,0.873333315,0
777816,23-Aug-17,23-Aug-17,936,115747,40-44,M,2,7,7,500,0,0,1,1,M,0,0,0
777871,23-Aug-17,23-Aug-17,936,115756,30-34,M,20,26,23,4616,1,1.360000014,1,0,M,0.000216638,1.360000014,0
777904,30-Aug-17,30-Aug-17,936,115762,30-34,M,31,32,33,3279,0,0,1,0,M,0,0,0
777905,30-Aug-17,30-Aug-17,936,115762,30-34,M,31,36,36,3288,0,0,1,0,M,0,0,0
778037,28-Aug-17,28-Aug-17,936,115784,35-39,M,27,29,28,14615,4,6.050000191,1,0,M,0.000273691,1.512500048,0
778048,28-Aug-17,28-Aug-17,936,115786,30-34,M,27,28,29,56615,12,19.88000035,2,0,M,0.000211958,1.656666696,0
778085,28-Aug-17,28-Aug-17,936,115792,30-34,M,26,32,31,11735,3,4.529999971,1,1,M,0.000255646,1.50999999,4.529999971
778087,28-Aug-17,28-Aug-17,936,115792,30-34,M,26,30,32,15910,5,6.779999852,1,0,M,0.000314268,1.35599997,0
778112,28-Aug-17,28-Aug-17,936,115796,35-39,M,29,33,35,11446,2,3.090000033,1,1,M,0.000174734,1.545000017,3.090000033
778113,28-Aug-17,28-Aug-17,936,115796,35-39,M,29,35,35,4595,0,0,1,0,M,0,0,0
778124,28-Aug-17,28-Aug-17,936,115798,30-34,M,29,34,32,4871,0,0,1,0,M,0,0,0
778148,28-Aug-17,28-Aug-17,936,115802,35-39,M,28,32,30,3199,0,0,1,0,M,0,0,0
778156,28-Aug-17,28-Aug-17,936,115804,30-34,M,28,32,31,9388,2,3.140000105,1,0,M,0.000213038,1.570000053,0
778161,27-Aug-17,27-Aug-17,936,115804,30-34,M,28,31,33,17954,6,7.5400002,2,1,M,0.000334187,1.2566667,7.5400002
778208,27-Aug-17,27-Aug-17,936,115812,40-44,F,29,32,32,2755,0,0,1,0,F,0,0,0
778264,27-Aug-17,27-Aug-17,936,115822,40-44,F,27,31,30,8152,1,0.99000001,1,0,F,0.000122669,0.99000001,0
778266,27-Aug-17,27-Aug-17,936,115822,40-44,F,27,32,28,74542,19,34.1500001,1,0,F,0.00025489,1.797368426,0
778421,27-Aug-17,27-Aug-17,936,115848,40-44,F,20,21,23,6699,2,3.090000033,1,0,F,0.000298552,1.545000017,0
778422,27-Aug-17,27-Aug-17,936,115848,40-44,F,20,25,24,11911,4,3.959999919,1,0,F,0.000335824,0.98999998,0
778461,27-Aug-17,27-Aug-17,936,115854,40-44,M,29,35,33,10090,2,2.650000095,1,1,M,0.000198216,1.325000048,2.650000095
778471,27-Aug-17,27-Aug-17,936,115856,30-34,M,32,35,36,1273,0,0,1,1,M,0,0,0
778483,27-Aug-17,27-Aug-17,936,115858,40-44,F,18,24,20,24188,5,8.179999828,1,0,F,0.000206714,1.635999966,0
778529,27-Aug-17,27-Aug-17,936,115866,30-34,M,31,35,33,2214,0,0,1,0,M,0,0,0
778556,28-Aug-17,28-Aug-17,936,115870,40-44,M,32,35,38,9735,4,4.130000114,1,1,M,0.000410889,1.032500029,4.130000114
778590,28-Aug-17,28-Aug-17,936,115876,30-34,M,30,36,36,1371,0,0,1,1,M,0,0,0
778600,29-Aug-17,29-Aug-17,936,115878,40-44,F,22,23,25,10750,4,5.389999866,1,0,F,0.000372093,1.347499967,0
778626,29-Aug-17,29-Aug-17,936,115882,30-34,M,29,33,35,7629,1,0.720000029,1,1,M,0.000131079,0.720000029,0.720000029
778628,29-Aug-17,29-Aug-17,936,115882,30-34,M,29,35,30,4608,0,0,1,0,M,0,0,0
778674,29-Aug-17,29-Aug-17,936,115890,35-39,M,29,31,30,3732,0,0,1,0,M,0,0,0
778689,30-Aug-17,30-Aug-17,936,115892,30-34,M,28,32,32,7453,1,1.679999948,1,1,M,0.000134174,1.679999948,1.679999948
778722,30-Aug-17,30-Aug-17,936,115898,35-39,F,64,70,67,41785,14,19.10000038,1,0,F,0.000335048,1.364285741,0
778737,30-Aug-17,30-Aug-17,936,115900,35-39,M,27,32,30,8077,2,3.579999924,1,1,M,0.000247617,1.789999962,3.579999924
778756,30-Aug-17,30-Aug-17,936,115904,35-39,F,63,65,65,5602,1,1.580000043,1,0,F,0.000178508,1.580000043,0
778804,30-Aug-17,30-Aug-17,936,115912,30-34,M,26,29,29,6184,2,2.75,1,1,M,0.000323415,1.375,2.75
778808,29-Aug-17,29-Aug-17,936,115912,30-34,M,26,28,29,1738,0,0,1,0,M,0,0,0
778964,29-Aug-17,29-Aug-17,936,115938,35-39,F,27,33,28,112460,25,41.29000068,1,0,F,0.000222301,1.651600027,0
779057,29-Aug-17,29-Aug-17,936,115954,40-44,M,15,21,21,4414,0,0,1,0,M,0,0,0
779106,28-Aug-17,28-Aug-17,936,115962,35-39,F,30,35,36,14670,7,9.410000324,1,0,F,0.000477164,1.344285761,0
779438,28-Aug-17,28-Aug-17,936,116031,30-34,F,64,66,69,33144,9,13.40999985,1,0,F,0.000271542,1.489999983,0
779453,29-Aug-17,29-Aug-17,936,116033,45-49,M,64,68,70,4397,1,0.949999988,1,0,M,0.000227428,0.949999988,0
779488,29-Aug-17,29-Aug-17,936,116039,45-49,M,65,68,69,1006,0,0,1,0,M,0,0,0
779573,29-Aug-17,29-Aug-17,936,116053,35-39,F,10,13,16,89527,24,32.28999996,1,0,F,0.000268076,1.345416665,0
779608,29-Aug-17,29-Aug-17,936,116059,35-39,F,15,18,16,2459,0,0,1,0,F,0,0,0
779609,29-Aug-17,29-Aug-17,936,116059,35-39,F,15,20,18,7116,2,1.730000019,1,1,F,0.000281057,0.86500001,1.730000019
779622,29-Aug-17,29-Aug-17,936,116061,30-34,F,15,18,17,8613,1,0.889999986,2,0,F,0.000116104,0.889999986,0
779631,19-Aug-17,19-Aug-17,936,116063,35-39,F,16,19,18,9730,1,1.379999995,1,0,F,0.000102775,1.379999995,0
779644,19-Aug-17,19-Aug-17,936,116065,30-34,F,16,20,20,51816,8,10.2299999,2,1,F,0.000154392,1.278749988,10.2299999
779645,22-Aug-17,22-Aug-17,936,116065,30-34,F,16,21,20,27289,3,4.429999828,1,0,F,0.000109934,1.476666609,0
779715,22-Aug-17,22-Aug-17,936,116077,30-34,F,29,32,33,20409,4,3.829999924,1,0,F,0.000195992,0.957499981,0
779716,22-Aug-17,22-Aug-17,936,116077,30-34,F,29,32,34,8044,1,1.110000014,1,0,F,0.000124316,1.110000014,0
779738,22-Aug-17,22-Aug-17,936,116081,30-34,F,28,32,33,15645,4,5.349999905,1,0,F,0.000255673,1.337499976,0
779778,22-Aug-17,22-Aug-17,936,116087,30-34,F,31,37,34,2466,0,0,2,2,F,0,0,0
779789,22-Aug-17,22-Aug-17,936,116089,45-49,M,10,14,13,11611,3,3.950000048,1,1,M,0.000258376,1.316666683,3.950000048
779824,22-Aug-17,22-Aug-17,936,116095,45-49,M,7,13,9,9375,3,4.019999981,1,0,M,0.00032,1.339999994,0
779871,22-Aug-17,22-Aug-17,936,116103,30-34,F,32,37,34,4402,1,1.330000043,1,1,F,0.000227169,1.330000043,1.330000043
779918,22-Aug-17,22-Aug-17,936,116111,30-34,F,18,23,24,8469,2,3.089999914,1,0,F,0.000236155,1.544999957,0
779922,22-Aug-17,22-Aug-17,936,116111,30-34,F,18,22,24,5823,1,1.419999957,1,1,F,0.000171733,1.419999957,1.419999957
779944,21-Aug-17,21-Aug-17,936,116115,35-39,M,10,13,16,2549,0,0,1,0,M,0,0,0
779979,21-Aug-17,21-Aug-17,936,116121,35-39,M,16,17,21,25817,4,6.019999981,1,0,M,0.000154937,1.504999995,0
779995,21-Aug-17,21-Aug-17,936,116123,30-34,F,20,24,25,1961,0,0,1,0,F,0,0,0
780064,21-Aug-17,21-Aug-17,936,116135,30-34,F,22,24,25,2554,0,0,1,0,F,0,0,0
780104,21-Aug-17,21-Aug-17,936,116147,30-34,F,25,27,26,4971,1,1.230000019,1,1,F,0.000201167,1.230000019,1.230000019
780199,22-Aug-17,22-Aug-17,936,116163,35-39,F,23,28,27,1030,0,0,1,1,F,0,0,0
780318,22-Aug-17,22-Aug-17,936,116183,45-49,F,29,32,31,162341,56,77.07999969,3,0,F,0.000344953,1.376428566,0
780323,21-Aug-17,21-Aug-17,936,116183,45-49,F,29,35,34,24542,7,9.329999924,1,0,F,0.000285225,1.332857132,0
780486,21-Aug-17,21-Aug-17,936,116216,30-34,F,65,69,71,2879,0,0,1,1,F,0,0,0
780498,22-Aug-17,22-Aug-17,936,116218,30-34,F,64,65,68,13621,3,4.090000033,1,0,F,0.000220248,1.363333344,0
780511,23-Aug-17,23-Aug-17,936,116220,30-34,F,63,65,66,6175,1,1.370000005,2,1,F,0.000161943,1.370000005,1.370000005
780629,24-Aug-17,24-Aug-17,936,116240,30-34,F,28,34,34,2963,0,0,1,0,F,0,0,0
780653,24-Aug-17,24-Aug-17,936,116244,30-34,F,29,33,35,9076,1,1.379999995,1,1,F,0.000110181,1.379999995,1.379999995
780655,24-Aug-17,24-Aug-17,936,116244,30-34,F,29,33,34,20941,4,5.909999967,1,1,F,0.000191013,1.477499992,5.909999967
780666,24-Aug-17,24-Aug-17,936,116246,45-49,F,10,13,13,3462,0,0,1,0,F,0,0,0
780681,24-Aug-17,24-Aug-17,936,116248,30-34,F,26,29,29,4073,0,0,1,1,F,0,0,0
780700,18-Aug-17,18-Aug-17,936,116252,30-34,F,27,33,30,3745,0,0,1,0,F,0,0,0
780748,18-Aug-17,18-Aug-17,936,116265,30-34,F,24,26,28,830,0,0,1,0,F,0,0,0
780759,18-Aug-17,18-Aug-17,936,116267,45-49,F,18,24,22,2912,0,0,1,0,F,0,0,0
780760,24-Aug-17,24-Aug-17,936,116267,45-49,F,18,23,22,17167,5,6.910000086,1,0,F,0.000291256,1.382000017,0
780797,24-Aug-17,24-Aug-17,936,116273,30-34,F,22,25,25,24491,7,9.539999962,1,0,F,0.000285819,1.362857137,0
780799,23-Aug-17,23-Aug-17,936,116273,30-34,F,22,24,26,44699,13,17.30000037,2,0,F,0.000290834,1.330769259,0
780821,23-Aug-17,23-Aug-17,936,116277,30-34,F,23,24,25,6469,2,1.309999943,1,0,F,0.000309167,0.654999972,0
780830,23-Aug-17,23-Aug-17,936,116279,45-49,F,16,17,17,16053,3,4.079999924,1,1,F,0.000186881,1.359999975,4.079999924
780835,23-Aug-17,23-Aug-17,936,116279,45-49,F,16,21,21,54724,12,17.92999995,1,1,F,0.000219282,1.494166663,17.92999995
780867,23-Aug-17,23-Aug-17,936,116285,30-34,F,21,27,26,4706,1,1.220000029,1,0,F,0.000212495,1.220000029,0
780974,23-Aug-17,23-Aug-17,936,116303,40-44,F,32,38,36,8316,3,4.569999933,1,1,F,0.00036075,1.523333311,4.569999933
781066,23-Aug-17,23-Aug-17,936,116323,40-44,F,22,26,25,5794,2,2.269999981,1,0,F,0.000345185,1.134999991,0
781114,23-Aug-17,23-Aug-17,936,116331,40-44,F,18,24,22,4813,1,1.029999971,1,0,F,0.000207771,1.029999971,0
781159,23-Aug-17,23-Aug-17,936,116339,40-44,F,10,15,11,85285,26,36.13000035,1,0,F,0.00030486,1.389615398,0
781162,21-Aug-17,21-Aug-17,936,116339,40-44,F,10,11,13,5839,1,1.370000005,1,0,F,0.000171262,1.370000005,0
781175,21-Aug-17,21-Aug-17,936,116341,40-44,F,15,16,21,5859,1,1.539999962,1,0,F,0.000170678,1.539999962,0
781187,18-Aug-17,18-Aug-17,936,116343,40-44,F,16,22,19,164118,41,59.06999993,1,0,F,0.00024982,1.440731706,0
781195,18-Aug-17,18-Aug-17,936,116345,35-39,F,63,67,69,18234,6,7.810000062,1,0,F,0.000329056,1.301666677,0
781207,18-Aug-17,18-Aug-17,936,116347,35-39,F,64,67,70,2755,0,0,1,0,F,0,0,0
781303,19-Aug-17,19-Aug-17,936,116363,35-39,F,27,29,30,73676,20,28.5,1,0,F,0.000271459,1.425,0
781305,19-Aug-17,19-Aug-17,936,116363,35-39,F,27,30,28,18421,7,10.07999992,1,0,F,0.000380001,1.439999989,0
781327,19-Aug-17,19-Aug-17,936,116367,35-39,F,29,35,35,164754,49,67.97999978,2,1,F,0.000297413,1.387346934,67.97999978
781353,19-Aug-17,19-Aug-17,936,116371,35-39,F,10,13,15,7449,1,1.639999986,1,1,F,0.000134246,1.639999986,1.639999986
781354,19-Aug-17,19-Aug-17,936,116371,35-39,F,10,14,16,6424,1,0.529999971,1,0,F,0.000155666,0.529999971,0
781438,18-Aug-17,18-Aug-17,936,116385,30-34,M,63,65,68,2086,0,0,1,0,M,0,0,0
781470,18-Aug-17,18-Aug-17,936,116391,35-39,M,16,17,18,6016,0,0,1,0,M,0,0,0
781499,18-Aug-17,18-Aug-17,936,116395,35-39,M,15,21,20,6412,1,1.370000005,1,0,M,0.000155958,1.370000005,0
781508,24-Aug-17,24-Aug-17,936,116397,30-34,F,63,68,64,5040,1,1.440000057,1,0,F,0.000198413,1.440000057,0
781556,24-Aug-17,24-Aug-17,936,116405,30-34,F,32,37,36,1772,0,0,1,0,F,0,0,0
781559,18-Aug-17,18-Aug-17,936,116405,30-34,F,32,38,34,1783,0,0,1,0,F,0,0,0
781606,18-Aug-17,18-Aug-17,936,116413,35-39,M,20,21,24,8200,3,3.919999957,1,0,M,0.000365854,1.306666652,0
781690,18-Aug-17,18-Aug-17,936,116427,45-49,F,26,28,30,115896,38,49.44000006,1,0,F,0.00032788,1.301052633,0
781811,18-Aug-17,18-Aug-17,936,116447,35-39,F,16,17,22,10186,1,1.230000019,1,1,F,9.82E-05,1.230000019,1.230000019
781857,18-Aug-17,18-Aug-17,936,116455,30-34,M,20,21,24,9134,3,4.180000067,2,0,M,0.000328443,1.393333356,0
781858,18-Aug-17,18-Aug-17,936,116455,30-34,M,20,25,22,3385,1,1.440000057,1,1,M,0.000295421,1.440000057,1.440000057
781907,19-Aug-17,19-Aug-17,936,116463,45-49,F,21,27,23,1314,0,0,1,0,F,0,0,0
781928,19-Aug-17,19-Aug-17,936,116467,30-34,M,18,21,22,2916,0,0,1,1,M,0,0,0
781929,20-Aug-17,20-Aug-17,936,116467,30-34,M,18,21,21,6142,1,1.330000043,1,0,M,0.000162813,1.330000043,0
781950,20-Aug-17,20-Aug-17,936,116471,30-34,F,20,26,21,1984,0,0,1,0,F,0,0,0
781999,20-Aug-17,20-Aug-17,936,116479,30-34,M,24,30,29,9142,3,3.749999881,1,0,M,0.000328156,1.24999996,0
782001,20-Aug-17,20-Aug-17,936,116479,30-34,M,24,30,28,5475,2,2.730000019,1,1,M,0.000365297,1.36500001,2.730000019
782022,20-Aug-17,20-Aug-17,936,116483,30-34,F,18,24,20,8254,2,2.320000052,1,1,F,0.000242307,1.160000026,2.320000052
782026,21-Aug-17,21-Aug-17,936,116483,30-34,F,18,24,20,5704,1,1.320000052,1,0,F,0.000175316,1.320000052,0
782130,21-Aug-17,21-Aug-17,936,116501,30-34,F,16,18,21,7301,0,0,1,0,F,0,0,0
782134,21-Aug-17,21-Aug-17,936,116501,30-34,F,16,19,21,37873,5,6.169999957,1,1,F,0.00013202,1.233999991,6.169999957
782135,20-Aug-17,20-Aug-17,936,116501,30-34,F,16,20,17,25267,4,4.940000057,2,1,F,0.000158309,1.235000014,4.940000057
782171,20-Aug-17,20-Aug-17,936,116507,30-34,F,30,31,32,535,0,0,1,0,F,0,0,0
782180,19-Aug-17,19-Aug-17,936,116509,30-34,M,29,34,30,3396,0,0,1,0,M,0,0,0
782219,19-Aug-17,19-Aug-17,936,116515,30-34,M,26,27,32,977,0,0,1,0,M,0,0,0
782228,19-Aug-17,19-Aug-17,936,116517,40-44,F,63,64,66,12318,5,6.340000153,1,1,F,0.00040591,1.268000031,6.340000153
782242,19-Aug-17,19-Aug-17,936,116519,30-34,F,28,34,31,4783,1,0.860000014,1,0,F,0.000209074,0.860000014,0
782275,19-Aug-17,19-Aug-17,936,116525,30-34,F,29,31,30,6475,1,1.350000024,1,0,F,0.00015444,1.350000024,0
782337,20-Aug-17,20-Aug-17,936,116535,45-49,F,16,18,19,104578,29,39.25000095,1,1,F,0.000277305,1.353448309,39.25000095
782407,20-Aug-17,20-Aug-17,936,116547,45-49,F,10,12,11,33664,11,12.51000035,1,0,F,0.000326759,1.137272759,0
782443,20-Aug-17,20-Aug-17,936,116553,40-44,F,20,25,24,979,0,0,1,0,F,0,0,0
782541,20-Aug-17,20-Aug-17,936,116569,40-44,F,28,29,30,7337,3,4.079999924,1,0,F,0.000408886,1.359999975,0
782587,18-Aug-17,18-Aug-17,936,116577,30-34,M,10,13,16,2499,0,0,1,0,M,0,0,0
782647,18-Aug-17,18-Aug-17,936,116587,40-44,F,27,33,30,11244,3,4.550000191,1,0,F,0.000266809,1.51666673,0
782658,23-Aug-17,23-Aug-17,936,116589,30-34,M,15,17,19,4827,0,0,1,0,M,0,0,0
782694,23-Aug-17,23-Aug-17,936,116595,35-39,F,29,31,35,29035,7,8.910000086,2,2,F,0.000241088,1.272857155,4.455000043
782706,23-Aug-17,23-Aug-17,936,116597,35-39,F,30,32,32,761,0,0,1,0,F,0,0,0
782754,23-Aug-17,23-Aug-17,936,116605,35-39,F,26,31,32,6532,1,1.610000014,1,0,F,0.000153092,1.610000014,0
782815,23-Aug-17,23-Aug-17,936,116615,40-44,F,10,16,15,11537,3,4.300000191,1,0,F,0.000260033,1.433333397,0
782816,23-Aug-17,23-Aug-17,936,116615,40-44,F,10,13,11,12183,3,2.869999945,1,0,F,0.000246245,0.956666648,0
782862,23-Aug-17,23-Aug-17,936,116623,35-39,F,64,70,67,5912,1,1.559999943,1,1,F,0.000169147,1.559999943,1.559999943
950068,23-Aug-17,23-Aug-17,936,123438,30-34,M,10,12,13,4012,1,1.570000052,1,0,M,0.000249252,1.570000052,0
950078,22-Aug-17,22-Aug-17,936,123440,30-34,M,16,22,17,12396,2,3.210000038,2,1,M,0.000161342,1.605000019,3.210000038
950079,22-Aug-17,22-Aug-17,936,123440,30-34,M,16,20,22,3142,0,0,2,2,M,0,0,0
950099,22-Aug-17,22-Aug-17,936,123443,30-34,M,18,23,23,1120,0,0,1,0,M,0,0,0
